word,sentence
解決,問題は無事解決した。
会合,明日の会合には必ず出席してください。
外交,日本は近隣諸国との外交関係を重視している。
開始,会議は10時に開始します。
解釈,そのニュース記事の**解釈**は、人によって異なるだろう。
外出,今日は天気が良いので、少し外出しましょう。
改善,業務効率の改善を目指します。
快適,このソファーはとても快適だ。
回復,ゆっくり休んで、体力の回復に努めてください。
飼う,私は猫を飼っています。
帰す,もう遅いから、今日は子供たちを帰そう。
代える,新しい電池に代える。
替える,新しいシーツに**替える**。
換える,気分を換えるために、少し散歩に出かけよう。
反る,この板は湿気で少し反っている。
香り,このお茶は、とても良い香りがする。
画家,彼は有名な画家で、特に風景画を得意としています。
抱える,彼は大きな問題を抱えている。
価格,この商品の価格はいくらですか？
化学,この洗剤は、油汚れを化学的に分解します。
輝く,星が夜空に輝く。
係,受付は私が係です。
罹る,インフルエンザに罹る。
限る,この部屋に入れるのは関係者**に限る**。
掻く,蚊に刺されたところを掻く。
嗅ぐ,犬が地面の匂いを嗅いでいる。
家具,新しい家に、やっと家具が運び込まれた。
学,彼は大学で経済学を**学**んでいる。
額,額に汗が光っている。
覚悟,明日、手術を受ける覚悟はできている。
確実,明日の会議は確実に出席します。
学者,彼は歴史学者として著名だ。
学習,新しい言語の学習は楽しい。
隠す,鍵をマットの下に隠した。
拡大,事業の**拡大**に伴い、人員を募集します。
確認,念のため、予約内容を確認させてください。
学問,彼は学問に励み、将来は研究者を目指している。
隠れる,猫がテーブルの下に隠れている。
影,木陰に影が濃く落ちている。
陰,夏の強い日差しを避けて、木陰で休憩した。
欠ける,そのコップは縁が少し欠けている。
加減,お風呂のお湯加減は、熱すぎずぬるすぎず、ちょうどいいです。
過去,過去のことは水に流して、前を向こう。
籠,お弁当を籠に入れてピクニックに出かけた。
囲む,皆でテーブルを囲んで食事をした。
火災,隣の家で火災が発生した。
重なる,予定が重なって、参加できません。
重ねる,何度も確認作業を重ねることで、ミスを減らすことができます。
飾り,クリスマスの飾り付けをするのが好きです。
貸し,「悪いけど、ちょっとお金**貸し**てくれない？」
菓子,お土産に地元の菓子を買って帰ろう。
家事,毎日、家事をするのは大変です。
賢い,彼女は賢いので、すぐに問題を解決した。
歌手,彼女は有名な歌手で、日本だけでなく海外でも人気がある。
稼ぐ,彼はアルバイトで生活費を稼いでいる。
数える,星を数えるのが好きです。
型,このケーキの型は可愛らしいハート型だ。
肩,彼は肩を落として、残念そうに結果を聞いていた。
堅い,このパンは少し堅いね。
硬い,このパンは**硬い**。
方々,落とし物をしたので、駅の構内を方々探した。
片付く,やっと部屋が片付いた。
刀,その刀は、美術品として大切に保管されている。
語る,彼女は過去の苦労を静かに語った。
勝ち,試合に**勝ち**、チームは歓喜に沸いた。
価値,この絵には、美術的な価値がある。
がっかり,テストの結果が悪くて、がっかりした。
活気,お祭り会場は、すごい活気に満ち溢れていた。
楽器,彼は色々な楽器を演奏できます。
学期,今学期は授業をたくさん取っているので、とても忙しいです。
活動,週末は地域の清掃活動に参加する予定です。
活躍,彼はチームで中心選手として活躍している。
活用,この文法書は、動詞の活用をわかりやすく説明している。
仮定,この計画は、十分な資金が集まるという**仮定**に基づいている。
過程,新しい技術を習得する**過程**は、時に困難を伴う。
課程,大学の課程を修了する。
悲しむ,愛犬の死を**悲しんだ**。
必ずしも,お金がたくさんあれば必ずしも幸せとは限らない。
かなり,今日の試合は、相手がかなり強かった。
金,彼はギャンブルで大金を失った。
鐘,教会の鐘が鳴り響いた。
可能,まだ予約は可能ですか？
株,彼は会社の株をいくつか持っている。
被る,帽子を被る。
我慢,痛みに我慢する。
神,彼女は歌が上手すぎて、まるで神のようだ。
雷,**例文：**  **雷が鳴って、雨が降り出した。**
髪の毛,朝起きたら髪の毛が爆発していた。
科目,一番好きな科目は歴史です。
かもしれない,雨が降るかもしれない。
かゆい,蚊に刺されて、腕がかゆい。
歌謡,懐かしい歌謡曲を聴きながら、昔を思い出しました。
殻,ゆで卵の殻をむく。
刈る,庭の芝生を刈る。
河,その村は**河**沿いに位置している。
皮,りんごの皮をむいて食べる。
革,この革のジャケットは、着れば着るほど味が出る。
可愛そう,雨の中、子犬が震えていて、可愛そうだった。
可愛らしい,庭に咲いた小さな花が、とても可愛らしい。
乾かす,洗濯物を外に干して乾かす。
渇く,喉が渇いたので、水をください。
代る,新しい電池と**代る**と、ラジオの音が大きくなった。
缶,ジュースの**缶**を開けて飲んだ。
勘,なんか、今日は勘でこっちの道を選んだんだよね。
考え,彼の考えはいつも斬新だ。
感覚,その映画は、視覚と聴覚を刺激する感覚的な体験だった。
間隔,ベンチは適切な間隔で設置されている。
観客,コンサートは熱気に包まれ、観客は大いに盛り上がった。
環境,この会社は環境に配慮した製品作りに力を入れている。
歓迎,新しい仲間を歓迎します！
観光,京都は観光客に人気の都市です。
観察,アリの行列を観察するのが好きだ。
感じ,この曲、すごく夏を感じるね。
感謝,いつも助けてくれて感謝しています。
患者,彼は病院で患者さんの診察をしています。
勘定,すみません、今日の夕食は割り勘で**勘定**しましょう。
感情,映画を見て、登場人物の感情に共感した。
感じる,この音楽を聴くと、懐かしい気持ちを感じる。
感心,彼の努力には感心する。
関心,私は環境問題に関心があります。
関する,この件に関するお問い合わせは、こちらまでお願いします。
完成,ついにプロジェクトが完成した。
完全,**例文：**  「この計画は完全ではないが、実行可能だ。」
乾燥,洗濯物がよく乾いて**乾燥**している。
感想,映画の感想を聞かせてください。
感動,その映画には本当に感動した。
監督,その映画は、有名な監督が手がけた作品だ。
管理,在庫の管理は徹底してください。
完了,レポートの提出が完了しました。
関連,この事件とあの事件には、関連があるかもしれない。
議員,その議員は、地元住民の意見をよく聞くことで知られている。
記憶,この旅行の**記憶**は、一生忘れないでしょう。
気温,今日の気温は30度まで上がるでしょう。
機械,この工場では、たくさんの機械が動いている。
器械,この部屋にはたくさんの医療器械が置いてある。
議会,新しい法律が議会で審議されている。
期間,このキャンペーンは期間限定です。
機関,この博物館は、市の機関によって運営されています。
企業,この企業は、環境問題に積極的に取り組んでいます。
効く,この薬は風邪に効く。
期限,このレポートの**期限**は明日の午後5時です。
機嫌,今日はちょっと機嫌が悪い。
気候,日本の気候は四季がはっきりしている。
岸,ボートは岸に近づいた。
生地,このパンケーキの生地はふわふわで美味しい。
記事,新聞に興味深い記事が載っていた。
技師,この橋の設計は、腕利きの技師によるものだ。
記者,その事件について、**記者**が詳しく調べている。
傷,転んで膝に傷ができた。
期待,結果にあまり期待しない方が、がっかりしないかもしれない。
気体,部屋に充満したガスは、無色透明の気体だった。
帰宅,今日は早く帰宅してゆっくり休もう。
貴重,この資料は**貴重**なので、大切に保管してください。
議長,議長は会議の進行をスムーズに行った。
きちんと,宿題はきちんとやりましょう。
きつい,この仕事、スケジュールが**きつい**な。
気付く,電車のドアが閉まる寸前に、忘れ物に気付いた。
気に入る,このカフェの雰囲気がとても気に入っています。
記入,ここに名前と住所を**記入**してください。
記念,結婚10周年を記念して旅行に行きます。
機能,このアプリは様々な機能を搭載している。
気の毒,地震で家を失ったなんて、お気の毒に。
寄付,このイベントの収益は、すべて動物保護団体に寄付されます。
希望,来年には良いことがあると希望しています。
基本,まずは基本から学びましょう。
決まり,この会社には、服装に関する細かい決まりはありません。
気味,ちょっと風邪気味です。
奇妙,彼はいつも奇妙な帽子をかぶっている。
義務,親には感謝する義務がある。
疑問,彼の説明にはいくつかの疑問が残った。
逆,考え方と行動が**逆**だ。
キャプテン,チームのキャプテンは、田中さんに決まりました。
キャンプ,週末は家族でキャンプに行く予定です。
旧,旧友との再会を喜びました。
級,この問題は小学校3級レベルです。
球,子どもたちが公園で球を蹴って遊んでいる。
休暇,来週は休暇を取って、実家に帰る予定です。
休憩,ちょっと休憩しましょうか。
急激,気温が急激に下がった。
吸収,新しいスポンジは水をよく吸収する。
救助,遭難者を救助する。
急速,円安が急速に進んでいる。
休息,疲れたので、少し休息しよう。
急に,**急に雨が降ってきた。**
給料,今月の給料は先月より少し多かった。
器用,彼女は手先が器用で、アクセサリー作りが得意だ。
教科書,明日の授業で使う教科書を忘れずに持ってきてください。
競技,オリンピックは様々な競技を見ることができる祭典だ。
行儀,彼はいつも行儀が良いので、誰からも好かれる。
供給,マスクの供給が安定してきた。
教授,山田教授は、その分野の第一人者として知られています。
強調,今回のプレゼンでは、顧客満足度の重要性を**強調**したいと思います。
共通,彼らには音楽という共通の趣味がある。
共同,このプロジェクトは、複数の企業が共同で行っています。
恐怖,暗闇に対する恐怖は、誰にでもあるものだ。
協力,プロジェクトを成功させるには、チーム全員の協力が不可欠です。
強力,この洗剤は強力なので、ひどい油汚れも簡単に落ちます。
許可,この場所での飲食は**許可**されていません。
局,郵便局で切手を買った。
巨大,目の前に巨大な岩が現れた。
嫌う,彼は嘘をつく人を嫌う。
霧,朝、あたりは霧に包まれていた。
切れ,この包丁は**切れ**がいい。
切れる,この包丁、全然切れなくなった。
記録,会議の内容は、後で参照できるように記録しておきましょう。
議論,会議で今後の計画について議論した。
銀,彼女は銀のネックレスをしていた。
禁煙,健康のために禁煙を始めた。
金額,合計金額は1万円です。
金庫,泥棒は金庫をこじ開けようとしたが、失敗した。
禁止,この場所での喫煙は禁止です。
金銭,彼は金銭に執着しない人だ。
金属,この橋は金属でできている。
近代,日本の**近代**文学は、西洋の影響を強く受けている。
緊張,面接前で緊張しています。
筋肉,ジムでトレーニングをして筋肉をつけたい。
金融,最近、**金融**市場が不安定だ。
句,この俳句は、情景が目に浮かぶようだ。
食う,昼飯を食う。
偶然,駅で偶然、昔の同級生に会った。
臭い,この靴下、ちょっと臭いね。
鎖,犬が鎖につながれている。
腐る,この魚はもう腐っている。
癖,彼は貧乏ゆすりをする癖がある。
管,水道管が破裂した。
具体,提案書には、もっと具体的なデータが必要だ。
下り,この電車は東京行きの下りです。
苦痛,事故の後、彼は足の苦痛に顔をしかめた。
ぐっすり,昨夜は疲れていたので、ぐっすり眠れました。
区別,色の区別が難しい。
組,彼女たちは小学校からの仲良し組だ。
組合,この会社には労働組合があります。
組む,腕を組んで考え込む。
汲む,バケツで井戸水を汲む。
酌む,事情を酌む。
悔しい,負けて、すごく悔しい。
位,順位は3位でした。
暮らし,物価高で、暮らしが少し苦しくなった。
クラシック,あの映画は今ではもうクラシックだね。
暮らす,東京で暮らしています。
グラス,水をグラスに注いでください。
グランド,ホテルの**グランド**ピアノが素晴らしかった。
クリーム,朝食にパンにクリームを塗って食べた。
繰り返す,何度も同じことを繰り返すのは良くない。
クリスマス,今年のクリスマスは何をしようかな。
狂う,暑さで頭が狂いそうだ。
グループ,私たちのグループは、来週のプレゼンテーションに向けて準備を進めています。
苦しい,息が苦しい。
苦しむ,彼は長年、腰痛に苦しんでいる。
暮れ,今年も暮れが近づき、忙しくなってきた。
苦労,留学生活は大変だったけど、その**苦労**も今では良い思い出です。
加える,スープに塩を少し加える。
咥える,犬がボールを**咥えて**走ってくる。
詳しい,彼女は日本史に詳しい。
加わる,新しいメンバーがチームに加わった。
訓,先生は、学生たちに漢字の**訓**読みを丁寧に教えた。
軍,**例:**  *   彼は**軍**に入隊することを決めた。
郡,その地域はいくつかの郡に分かれている。
軍隊,その国は、国境警備のために**軍隊**を派遣した。
訓練,消防士は厳しい訓練を受けている。
計,今日の出費は**計**5000円だった。
敬意,先生には常に敬意を払いましょう。
経営,会社の経営は順調に進んでいる。
景気,最近、景気が少し上向いてきたようだ。
傾向,最近、円安の**傾向**が続いている。
警告,この薬には眠気を催す**警告**があります。
計算,この問題は少し計算が必要だ。
掲示,会議の日程は、掲示板に掲示されています。
刑事,事件現場には、ベテランの**刑事**たちが集まっていた。
芸術,この美術館は、さまざまな時代の芸術作品を展示している。
契約,このアパートの契約は来月で切れる。
経由,東京経由で大阪へ行きます。
ケース,この問題の**ケース**では、例外的な対応が必要です。
ゲーム,子供たちは公園で楽しそうに**ゲーム**をしていた。
劇,先週、友人と一緒に**劇**を見に行った。
劇場,週末は劇場でミュージカルを観る予定です。
化粧,毎朝、軽く化粧をしてから出勤します。
けち,彼は本当にけちで、割り勘負けを絶対にしないんだ。
血液,健康診断で血液検査を受けた。
結果,努力した結果、試験に合格した。
欠陥,この製品には設計上の欠陥があるようだ。
結局,色々悩んだけど、結局いつもの店にした。
決心,ダイエットを成功させる決心をした。
欠席,田中さんは風邪で授業を欠席しました。
決定,会議で今後の計画が**決定**した。
欠点,彼の欠点は、少し頑固なところです。
結論,議論の結論は、増税を見送ることになった。
煙,火事の**煙**で目が痛くなった。
蹴る,彼はボールを強く蹴った。
券,映画の券を2枚買った。
県,来月、京都府へ旅行に行きます。
見解,「両者の見解の相違が明らかになった。」
限界,もう限界だ、今日はここまでにする。
現金,支払いは現金でお願いします。
言語,彼は複数の言語を話せる。
健康,健康のために、毎日30分歩くようにしています。
検査,健康診断で血液検査を受けた。
現在,私は現在、日本語を勉強しています。
現実,夢から覚めて、現実に戻ってきた。
現象,地球温暖化は、世界的な現象だ。
現状,現状を維持するのは難しいでしょう。
建設,新しいショッピングモールの建設が始まった。
現代,現代社会は情報過多だと言われています。
建築,この美術館は、現代建築の粋を集めた建物だ。
見当,大体の見当はついている。
検討,その提案については、社内で検討します。
現場,事故の**現場**は騒然としていた。
憲法,この国の憲法は、国民の自由と権利を保障している。
権利,すべての国民は、教育を受ける権利を持つ。
碁,最近、父と碁を打つのが楽しい。
恋,彼女は初めての恋に落ちた。
濃い,このコーヒーは濃い。
恋人,週末は恋人と映画を見に行く予定です。
幸運,宝くじが当たって幸運だった。
講演,明日の午後に、有名な科学者の講演を聞きに行く予定です。
効果,この薬は、服用後すぐに効果が現れた。
硬貨,自動販売機でお茶を買おうとしたら、硬貨が足りなかった。
高価,その絵は高価すぎて、とても買えない。
豪華,豪華なディナーを楽しむ。
合格,彼は難関試験に**合格**した。
交換,切符をチケットに交換してください。
航空,航空券を手配した。
光景,夕焼けに染まる富士山の光景は、息をのむほど美しかった。
合計,今日の夕食代は、合計で5000円でした。
攻撃,敵の攻撃は激しかった。
貢献,彼はプロジェクトの成功に大きく貢献した。
広告,新しいスマートフォンの広告が、最近よくテレビで流れている。
交際,二人は交際を始めてまだ3ヶ月だ。
校舎,新しい校舎はとても明るくて綺麗だった。
後者,提案されたA案とB案のうち、私は後者の方が良いと思います。
公正,裁判は公正に行われた。
構成,このレポートは、3つの部分から構成されています。
高速,新幹線は高速で移動する。
行動,彼の勇気ある行動が、多くの人を救った。
強盗,銀行で強盗事件が発生した。
後輩,新しいプロジェクトは、後輩の山田さんに任せてみようと思っています。
幸福,家族と過ごす時間は、私にとって幸福の源だ。
公平,試合は公平に行われた。
候補,新しい首相の候補として、何人かの名前が挙がっている。
考慮,旅行の際は、天候を**考慮**してください。
越える,峠を越えると、景色が開けた。
超える,そのハードルを**超える**のは難しいだろう。
コーチ,彼はテニスのコーチとして、多くの生徒を指導している。
コード,この服は、夏らしい爽やかな色のコードで作られています。
氷,冷たい飲み物に氷を入れる。
凍る,今夜は冷え込むから、水道管が凍るかもしれない。
ゴール,試合の**ゴール**を決めたのは彼だ。
誤解,この件については、誤解がないようにしっかりと説明します。
語学,彼の趣味は語学学習で、特にスペイン語に力を入れている。
呼吸,深呼吸をして、落ち着こう。
故郷,お盆には故郷に帰る人が多い。
極,彼は緊張の極に達していた。
国語,明日の国語のテスト、範囲どこだっけ？
国籍,彼女は二重国籍を持っています。
黒板,先生が黒板に数式を書いた。
克服,彼は病気を克服し、元気になった。
国民,政府は、国民の意見を尊重する姿勢を示した。
穀物,朝食は、穀物と牛乳を混ぜて食べることが多いです。
腰,重い荷物を持ち上げたら、腰を痛めてしまった。
胡椒,ステーキに胡椒を振って食べるのが好きだ。
個人,彼は個人で事業を始めた。
越す,明日までにこの書類を仕上げるのを**越す**ものはない。
超す,その橋を**超す**と、すぐにコンビニがあります。
国家,その企業は国家プロジェクトに参画している。
国会,今、国会で重要な法案が審議されています。
国境,パスポートの提示は、国境を越える際に必要です。
骨折,彼はサッカーの試合中に転んで足を骨折した。
小包,誕生日に、母から小包が届いた。
琴,正月の集まりで、祖母が琴を弾いてくれた。
異なる,二人の意見は**異なる**ことが多い。
諺,「石の上にも三年」ということわざがあるように、辛抱強く続ければ必ず報われる。
断る,申し訳ありませんが、今回はお誘いを**お断り**させていただきます。
粉,小麦粉でクッキーを作ろう。
好み,コーヒーの好みは、人それぞれ違いますね。
好む,私は猫よりも犬を好む。
こぼす,うっかりお茶をこぼしてしまった。
こぼれる,コップの水がこぼれる。
塵,机の上にうっすらと塵が積もっていた。
小麦,パンを作るには、小麦が欠かせない。
ごめんなさい,ちょっと遅れてごめんなさい。
小屋,庭の隅に、古い小屋がひっそりと建っている。
これら,これらの本は図書館から借りてきました。
殺す,蚊を殺してしまった。
転ぶ,道で石につまずいて転んでしまった。
今回,**今回**は見送らせていただきます。
今後,今後ともよろしくお願いします。
混雑,通勤時間帯の電車はいつも混雑している。
こんなに,こんなにたくさん食べられないよ。
困難,そのプロジェクトは、多くの困難を伴った。
こんにちは,**こんにちは、田中さん。お元気ですか？**
婚約,二人は来年結婚する予定で、先日婚約を発表しました。
混乱,会議での急な変更で、参加者は少し混乱した。
差,兄と弟の身長に大きな差はない。
サービス,このレストランは料理も美味しいし、サービスも良いからいつも混んでいる。
際,お越しの際は、事前にご連絡ください。
最高,このケーキ、最高に美味しいね！
財産,彼は亡くなった祖父から莫大な財産を受け継いだ。
最終,最終回は絶対に見逃せない。
最中,会議の最中に、急な電話がかかってきた。
最低,あの店のサービスは**最低**だった。
才能,彼は音楽の才能に恵まれている。
裁判,彼は会社を相手に裁判を起こした。
材料,このケーキの材料は、小麦粉、砂糖、卵、バターです。
幸い,幸い、事故に遭ったものの、怪我はありませんでした。
サイン,ここにサインをお願いします。
境,国境を越えて、新しい生活が始まった。
逆らう,彼は親に逆らって家を出た。
盛り,このケーキ、クリームが**盛り**だね！
作業,今日の午後は、事務作業に集中します。
裂く,封筒を手で裂いて開けた。
昨,昨日は雨だった。
作品,彼の最新作品は、独特の世界観が評価されている。
作物,今年の夏は日照りが続いたので、作物の収穫量が心配だ。
桜,公園の桜が満開だ。
酒,今夜は美味しい料理と酒を楽しもう。
叫ぶ,緊急事態に気づいた彼は、大声で「危ない！」と叫んだ。
避ける,私は人混みを避けるために、少し時間をずらして買い物に行きます。
支える,家族を支えるために、一生懸命働いています。
刺さる,彼の言葉は、私の心に深く刺さった。
刺す,包丁で指を刺してしまった。
指す,彼は地図を指して、目的地を教えてくれた。
挿す,花瓶に花を挿す。
注す,急須にお湯を注す。
射す,朝日が部屋に射す。
座席,映画館で、事前にインターネットで座席を予約した。
誘う,今度、飲みに行こうと誘われた。
札,自動販売機にお札を入れた。
作家,その作家の最新作は、発売前から話題になっている。
作曲,彼は趣味で作曲をしている。
ざっと,資料に**ざっと**目を通しておきました。
さっぱり,お風呂に入って**さっぱり**した。
さて,さて、そろそろ出かける準備をしよう。
砂漠,砂漠は昼と夜の寒暖差が激しい。
差別,この会社では、性別による差別は一切ありません。
ママ,「ママ、お腹すいた。」
豆,今日の夕食は豆ご飯にしよう。
守る,約束は守りましょう。
迷う,道に迷ってしまった。
丸,このテーブルは丸い形をしています。
まるで,彼女の歌声は、まるで天使のようだ。
万一,万一の事態に備えて、非常用持ち出し袋を用意しておきましょう。
満足,今日のランチは美味しくて、とても満足した。
身,彼は身を粉にして働いた。
実,この木は秋になるとたくさんの実をつける。
見送り,駅まで友達を**見送り**に行った。
味方,彼はいつも私の味方だ。
見事,彼の演奏は見事だった。
ミス,計算ミスをして、答えが違ってしまった。
満ちる,喜びが胸に満ちる。
密,人との密を避けるために、オンライン会議に参加した。
認める,彼の才能は誰もが認めるところだ。
見舞い,入院中のおばあちゃんを**見舞い**に行った。
土産,京都に行ったお土産に、抹茶のお菓子を買ってきた。
妙,彼の今日の服装は、どこか妙だった。
未来,私たちは未来のために、今できることをすべきです。
魅力,この街には独特の魅力がある。
診る,医者が患者を診る。
ミルク,朝食にパンとミルクを食べる。
無,彼は無言でうなずいた。
向かい,彼女の家は、公園の向かいにある。
迎え,駅まで友達を迎えに行く。
向く,彼はいつも前向きな方向に**向く**ようにしている。
剥く,りんごの皮を剥く。
向ける,彼女はレンズをこちらに向けた。
無視,彼は彼女のメッセージを無視した。
蒸し暑い,今日は蒸し暑くて、じっとしていても汗が止まらない。
虫歯,甘いものを食べ過ぎて、虫歯ができてしまった。
寧ろ,今日は暑いというより、寧ろ蒸し暑い。
蒸す,今日は湿度が高くて、まるで蒸し風呂の中にいるみたいだ。
結ぶ,靴ひもを結ぶ。
無駄,この努力はすべて無駄だった。
夢中,彼はゲームに夢中になっている。
胸,彼女は胸に手を当てて、静かに息を吐いた。
無料,このイベントは無料です。
芽,春の雨を受けて、庭の草木の芽が顔を出し始めた。
明確,彼の説明は**明確**で分かりやすかった。
名刺,初めまして、田中と申します。こちら、名刺です。
名詞,この単語は名詞ですか？
命じる,隊長は部下に前進を命じた。
名人,父は将棋の名人だ。
命令,上司の**命令**で、残業することになった。
迷惑,騒音でご迷惑をおかけして申し訳ありません。
目上,目上の人には敬語を使うのが礼儀です。
飯,「腹減った、飯でも食いに行くか。」
滅多に,滅多にテレビを見ません。
メモ,会議の内容をメモしておこう。
面,彼は会議で難しい局面に直面した。
綿,このシャツは綿100%で、肌触りがいい。
免許,運転**免許**を取りました。
面接,明日の午後に面接があります。
面倒,宿題は面倒だけど、やらなきゃ。
メンバー,新しいプロジェクトのメンバーを募集しています。
申し込む,イベントに申し込む。
申し訳,ご迷惑をおかけして申し訳ありません。
毛布,寒いので毛布をかぶって寝よう。
燃える,夕焼けが空を燃えるように染めた。
目的,大学進学の目的は、専門知識を深めることです。
目標,来年の目標は、月に2冊本を読むことです。
文字,この本は**文字**が大きくて読みやすい。
もしかすると,もしかすると、雨が降るかもしれない。
もしも,もしも宝くじが当たったら、世界一周旅行に行きたいな。
持ち上げる,重い荷物を持ち上げる。
用いる,この料理には、特別なスパイスを用いています。
もったいない,まだ食べられるのに捨てるのは、もったいない。
尤も,彼の言うことは尤もだ。
元,元カレから連絡が来た。
基,その計画は、詳細な調査を**基**に進められた。
素,彼はいつも素の自分でいることを心がけている。
戻す,借りた本を棚に戻す。
基づく,この映画は、実話に基づいている。
求める,私は心の平穏を求めている。
者,私は旅行者です。
物音,夜中に何かの物音で目が覚めた。
物語,この映画は、感動的な愛の物語だ。
物事,物事はそう簡単には進まないものだ。
燃やす,暖炉で薪を燃やす。
模様,この着物の模様はとても美しいですね。
文句,特に文句はないです。
やがて,春になれば、やがて雪も溶けるでしょう。
役,彼はチームの**役**に立っている。
約,会議は約1時間で終わりました。
訳す,この文章を英語に訳してください。
役割,彼はチームで重要な役割を果たしている。
家賃,来月の家賃をまだ払っていない。
厄介,この書類の山、片付けるのが**厄介**だな。
宿,旅行の**宿**は温泉旅館に決めた。
雇う,新しいアルバイトを雇うことにしました。
屋根,雨が降ってきたので、急いで屋根の下に入った。
破る,約束を破る。
破れる,紙袋が重みに耐えかねて破れてしまった。
辞める,会社を辞めることにしました。
やや,今日はいつもよりやや涼しい。
唯一,彼にとって、家族は唯一の心の支えだった。
勇気,彼は勇気を出して、自分の意見を言った。
友好,両国間の友好関係が深まった。
有効,このクーポンは本日まで有効です。
優秀,彼は優秀な学生で、いつも良い成績を取っている。
優勝,サッカー日本代表がワールドカップで優勝した。
友情,彼ら二人の間には、深い友情がある。
友人,彼は私の大切な友人です。
有能,彼は有能なプログラマーだ。
郵便,郵便で書類を送りました。
ユーモア,彼の話にはユーモアがあって、いつも周りを笑わせる。
有利,地形的に我がチームが有利だ。
床,猫が床で寝ている。
愉快,今日のピクニックは、おいしい食事と楽しいゲームで、とても愉快だった。
譲る,電車でお年寄りに席を譲る。
豊か,この土地は自然が豊かだ。
茹でる,ブロッコリーを茹でる。
許す,遅刻を許してください。
夜明け,夜明けとともに鳥のさえずりが聞こえ始めた。
酔う,日本酒を飲みすぎて、少し酔ってしまった。
容易,この問題は容易に解決できるでしょう。
容器,この容器に水を入れてください。
陽気,彼女はいつも陽気で、周りを明るくする。
要求,顧客からの要求に応える。
用心,夜道は用心して帰りましょう。
様子,庭のバラは、雨上がりで生き生きとした様子だった。
要するに,要するに、時間が足りないということです。
要素,この料理には、様々な国の食文化の要素が取り入れられている。
要点,会議の要点をまとめて報告します。
曜日,来週の火曜日に会いましょう。
ヨーロッパ,ヨーロッパ旅行に行くのが私の夢です。
予期,彼は予期せぬ幸運に恵まれた。
横切る,猫が道路を横切った。
汚す,ジュースをこぼして服を汚してしまった。
予算,来年度の予算はまだ決まっていません。
止す,危ないから、ふざけるのは止すんだ。
寄せる,波が海岸に寄せる。
予測,明日の天気を予測する。
ヨット,週末はヨットに乗って海に出かける予定です。
夜中,**夜中に目が覚めてしまった。**
世の中,世の中、そんなに甘くないよ。
余分,買いすぎちゃった。余分なパン、誰かいる？
予報,明日の天気予報は晴れだ。
予防,インフルエンザの予防には、手洗いが大切です。
読み,この漢字の読み方が分かりません。
嫁,来月、弟の嫁が初めて実家に帰ってくる。
余裕,明日のプレゼン、準備万端だから余裕だよ。
より,以前**より**ずっと元気になった。
因る,結果は努力に因る。
喜び,試験に合格した喜びを、家族と分かち合った。
よろしく (かん),今後とも**よろしく**（**かん**）お願いいたします。
来,明日、田中さんが家に**来**ます。
ライター,私はプロのライターとして、主に企業のウェブサイトの記事を書いています。
楽,この仕事は意外と楽だった。
ラケット,テニスをするために、新しいラケットを買った。
利益,その投資は大きな利益をもたらした。
理解,この問題の難しさを**理解**しています。
陸,船は陸に向かって進んだ。
利口,うちの犬はとても利口で、すぐに芸を覚える。
離婚,彼女は夫と離婚した。
理想,彼女は理想の結婚相手を見つけたと喜んでいる。
率,この地域の高齢化率は高い。
留学,大学時代に1年間、アメリカに留学しました。
流行,今年はオーバーサイズのシャツが流行している。
量,牛乳の**量**が足りない。
寮,大学の**寮**に住んでいます。
両替,すみません、日本円に両替したいのですが。
料金,この駐車場の料金は、最初の1時間が500円です。
例,例を挙げると、リンゴやバナナがあります。
礼,先生に礼を言う。
例外,この規則には例外がいくつかあります。
礼儀,彼女は誰に対しても礼儀正しい。
冷静,彼はどんな状況でも冷静さを失わない。
列,駅のホームに電車の**列**ができていた。
列車,次の列車は10時発です。
レベル,彼の日本語のレベルはまだ初級です。
連想,その音楽を聴くと、故郷の風景が連想される。
連続,雨が３日連続で降っている。
老人,その老人は、公園のベンチで静かに本を読んでいた。
労働,長時間労働は健康に良くない。
ロケット,今夜はロケット打ち上げのニュースが楽しみだ。
論じる,この問題について、専門家たちが様々な角度から論じている。
論争,その政策を巡って、社内で激しい論争が起きた。
論文,卒論の**論文**提出締め切りが近づいてきた。
輪,みんなで輪になって踊ろう。
ワイン,夕食には赤ワインを合わせましょう。
わがまま,妹は、欲しいものを手に入れるためにわがままを言うことがある。
別れ,彼との別れは、私にとって大きな転機だった。
分かれる,道が二手に分かれる。
脇,彼は緊張すると、いつも脇の下に汗をかく。
湧く,温泉が湧く。
分ける,ケーキをみんなで分けましょう。
わざと,弟はわざとおもちゃを壊した。
僅か,今日の売り上げは**僅か**しかなかった。
話題,最近、仕事の話題が多いね。
笑い,彼の冗談で、場に笑いが起きた。
割る,クッキーを半分に割る。
悪口,陰で人の悪口を言うのは良くない。
我々,我々は、このプロジェクトを成功させるために全力を尽くします。
湾,横浜港は東京湾に面しています。
椀,温かい味噌汁を椀によそった。
碗,温かい味噌汁を碗によそった。
悪,彼は悪事を働いて逮捕された。
当り,今日のクイズ、全部当りだった！
アップ,「最近、株価がアップした。」
宛てる,友人に手紙を宛てる。
アンケート,会議の前に、簡単なアンケートにご協力をお願いします。
異,彼は、その集団の中で異彩を放っていた。
意,彼の意を汲み取るのは難しい。
医院,風邪をひいたので、近所の医院に行ってきた。
